pattern_id,normalized_pattern,example_source,count,sample_seg_ids
pattern_5bf1e90ab24773fe,"Given y = mx + c, and y=-{n}, x={n}, c={n}. Find m.","Given y = mx + c, and y=-1, x=2, c=15. Find m.",135,0cb58addbfd58446fddbe3f845f5c699feb53edc749b391667284e22ff0bc447 | 2597e03cd8a5e91a7a3ebce031e20c83e4242715f7b440e85b73cc5aa418f677 | b5f98fcc70bceb224a9d193167d4d0a1c3c4b4ef68f98fff6b730bb781c05f8d | 33bc48b998f31df4347012097e3dddacfc61619170603c97d7528c2f97a01c83 | 9accb51630b0b12a8a55655068a1c97c021cb731209c66c2ed5633bc97e27f98
pattern_5fa409827736581a,Find the LCM of {n} and {n}.,Find the LCM of 10 and 9.,132,5271d4df36b0d26dbfda0248185eef3648086026467a768a95fdda3a64a305eb | 1d0a310062580c666e8ebd28cc9e36ba712b53a5c06f806af476170730093e0f | 32e62072af1a355fd60059126ed673a76437749172390a683e7638dbcd6e9ff4 | e4abf5cef5f60fb121d65df98a3cacb1aad67886c4961a9f5e2293dec664207c | 31ae500b74b079fbbfd8dfa03540412ab9121a430915d73855493b0ac8038c49
pattern_2234077e23f64d26,Compute: {frac} ÷ {frac} (simplest form),Compute: 1/10 ÷ 1/3 (simplest form),124,cd57c2b6d35b6b10def3d4b7103d2e947e769a82cc14d48e4986754e2a5f7c04 | f8cdcb8e6f7914897949f818800972034a1d4128cc82f39357765ffc434f0870 | b31b2e2d4a61d803e928ede31609e3fa4326b7edd7f21768279042f8ee038a30 | 5659c2f656938fa0d745bdcacef4d3366b908059bd755db7b586e4fdea755bb0 | 18f7adf64a02a9b25cace95b1fc598295290274bdd6f0a92cce80187323bc61a
pattern_3e1b8fa3af55c4a7,"Given acceleration a(t)=-{n} (constant) and v({n})={n}, find v({n}).","Given acceleration a(t)=-1 (constant) and v(0)=1, find v(5).",117,e478eb296a8d249bc745e135317db52ec5f116ded97e04470f77e7ac163e9c42 | dd1eb5aea47dc60e3ebbeea83f25a55c8a273e1ce5622eb2f4d072cbffe1ecc6 | 920e5709dd2bcefcaa5b93061220b1b0dd49937541cd06f12e8c6426fbe9f601 | 35fbd6f45fd71e98e673f840a199e8c5ff9a2f74829b1be05e5bc134b2291fc6 | 7c294ff7a39fbaaff1393c2458887f96d9c05aecd064ee3a007d79a2b9eb0470
pattern_6a16d4e349c6e95e,A sequence starts at {n} and increases by {n} each time. What is the 11th term?,A sequence starts at 0 and increases by 2 each time. What is the 11th term?,116,3b93eb32e49c979feb30ffea57fa85e3013ad251413de873550a44c49fc5ada2 | b418cb96c23c1ad5f37b9d85eb9480bfd0555b7cf5dbe2846cb64a005c882fd8 | 586fcd4605be6c01bc9a331cfb31f01e506523fa508b5089d1b7f6e2ac682947 | 94188d519d2c02b5d76f9a758f6882768adeb1b4c5f15cd543fb213fa27115bd | bde2075e11ec3053c4b69e55286fcdec552222e570d9c18638b1c362e3ae477e
pattern_3ad78384131993c5,Expand and simplify: (x +{n})(x +{n}),Expand and simplify: (x +0)(x +0),116,d2b4fb976de3846a225fc7cad2e0ebb31d42fc52c7804e1596822ad27ef1fb09 | e10d4498349ebf3b6d9bf7ecb8eda0effa41767026e1fe35843ac6331c9f719d | 0689f8d8ebec21143b78604e542b6a2b520e7d0f1860c4cdd7e7c090a8bf1b73 | cb45d53a42eb691b758615de0b3c1cb26115ef7711ef4e8802a2a6c560bc95ca | 3f16360874e6808126323e3f35714b86d28c2946f7af836305f3e3831d03c089
pattern_1ab573d1e61b2f72,Probability = favourable outcomes ÷ total outcomes = {frac}.,Probability = favourable outcomes ÷ total outcomes = 1/10.,116,3d865118f3987a63d5bafc87a7fd2443d49502ec2da05905a1130cafbdb4ad85 | 8868972e1e38c7c0285c329af7487f337ab0ee295a8a8c4fd6f6205acb8c0496 | 1f579ceae153208367bc28621ae290e35363ed230ef4b14b290034bfdbf06f6e | b46ccfef1f8c2904e686340806ed5ab431020d7334bbb0abc8436c88fa23f9a3 | 14cdf0ba618720c500dd4e4de707c9a5384f33b6522e880486a70ac64cd70d7f
pattern_1e3eeae7059d31a3,Find the HCF (GCD) of {n} and {n}.,Find the HCF (GCD) of 11 and 14.,115,c024a9d2fc5901c8ab3c534b9c8d185ab2e0b5f752a0a45d02a25e2c46408eb7 | 903306cf8efa79dc713655695377555dc50c2fbdedad17c97d52fb57c7ad0841 | d9645b356701f6ecb1c3f472bf8472a5a2cf27173cd19743b3df8f1edb6e12b1 | f29e4f384bfe57356f1b2f6662cf4e34833263ebddc3c61c5b88f59942d9ab1a | 26ada1c695f671c0e7c2b589428ff817ea86d107230848471d07f6d854998b9b
pattern_f435b8bb6125ed89,Solve for x: (x + {n}) / {n} = -{n},Solve for x: (x + 0) / 2 = -6,115,ad4b9ce66d358b268b465e6f7968658c119bc2ae7a96596763b259109208cf57 | 9970897de7b20c1d1c0670845be813c436cce054672e952148fd1ac2e555ff07 | 3de400e756b1f9d3a5cb8d8a9fc1ecf97d4c2602e5761473f8a97b085d8f7553 | 7e7912d251ef812b896dc691f336e23d94e9595d8a89e191b18e62f58bb6d6ab | 6e0b1ab1c5b1342dcc74ba2e4a14874c302c9af325075688fffb864d8ba29cb8
pattern_111686d66e9738ea,Two parallel lines are cut by a transversal. A co-interior angle is {n}°. What is the adjacent co-interior angle on the same side?,Two parallel lines are cut by a transversal. A co-interior angle is 100°. What is the adjacent co-interior angle on the same side?,110,53d4b68b1d8d4de86e7afef09290cf93e5afca3a627f7217b54eb975fcb46444 | 89df9e93a241fe203727df3d81bf857d37e002fec22eef95c74a10eff17668d4 | 3fdd586793e0500ce61387e199c2d5c4b8a24071f540ce35f97a21dc304d9efb | 1642b52e6523e05b58c3329a5684d9536928fab3ec4d06922515d5be75f639d5 | 156d48bf49d38dcc322ff809a1dd92eedcc310bff0f6c4b9b94bf8a9564e8e57
pattern_fde6b8c75a2173ab,Two parallel lines are cut by a transversal. An alternate angle is {n}°. What is the matching alternate angle?,Two parallel lines are cut by a transversal. An alternate angle is 100°. What is the matching alternate angle?,109,52ba15e9544f143af40d5afeeeffae8449c3efa0fc00318f47814f64d2b3d23f | 29c25ce292360901cb01c4df20aaafc4e36be6cbe69e333d137c9036cf129f7e | e74eda5c818b8f31435e3acf7acfc76ae9e0ac123d27a4f02bde4be58c70066f | 5672a4e8ffdaff9b0aa0c5bed468e84a91448225c5030fde575d74d11a2d251a | f55a361e311b206361e66419f446c3970c1aa69528e79cffebe9eee58b43a8cd
pattern_f85c5f90422b31fe,A sequence starts at {n} and increases by {n} each time. What is the 10th term?,A sequence starts at 0 and increases by 1 each time. What is the 10th term?,107,9f0eda8b3d443439f72c8b6d374c2295daa2d585e5747f2ee0c054d0293fd67c | 550d757aaa3eab26fbecd36495763dd32bfe5b16fca0fdf0f7c886658cc1f090 | 90c97832ae5cb0db404d691fcbf28107117996400c3a82b51a3d6d25ea7785c0 | 7a78e761e2dd41bcc42a870bc157cc18da7dce43a2e83e40854113611313f410 | d9dd4c1485b0a9513dd5bc283e68a75467828e28f6cb75a54004d5521503ad47
pattern_295d130bf1de5aca,A sequence starts at {n} and increases by {n} each time. What is the 12th term?,A sequence starts at 0 and increases by 2 each time. What is the 12th term?,104,43de15513f748f97b870632a7f87d4263ede3f92bc86367b3a345bb5dd04b8c6 | 889769f15b4f4003b3d6cc483d851d687ac0717c811e85b178d85a33ed5a2948 | c36b13b066e4ff935b886c1a53d8b88f9be28c33551ed49fdb52bd71baa38f38 | a06dddc3bc4119b1764791373fb671151301db3163af63889a5ec66231e6b4e0 | 845cf9f73142b535b78ac96b2cf970d3525d88fbc34b16d816cf5a8ef43cfa6d
pattern_56b48f6baaac4172,Expand and simplify: (x -{n})(x +{n}),Expand and simplify: (x -1)(x +0),104,e337eb394d53a87d0d5c8822e08a4300beab2c9b03429a877526297e5f569b8b | afa49a1f8dd199ed62fc5698141f416a7ab1dbbac1e265abfa52731b2aa6f13b | 65cda7a71f80457239f811fc1b9805b147cde2efad1edb303da1514dce1ed59a | 035d7e890236ab8e54dddcadb3243e9931f544d2b964b6167d9226d4809d8d5f | 2c2f2aa1bf5b10c555e97caf360fcdcc0b78651d17aff59d75ab0b2c48719d04
pattern_644faeb296131f9d,Two parallel lines are cut by a transversal. A corresponding angle is {n}°. What is the matching corresponding angle?,Two parallel lines are cut by a transversal. A corresponding angle is 101°. What is the matching corresponding angle?,104,9da52f052825b66db2388a01293d623a67400b5c8cdd8e7cbe84426214acfa7b | 579f8fcfa1fb98cd90dc84cffe0c32e1b4a705def42dbaee727a0db56b0d3c10 | f25f4288829b9fd583c08ae689d895db43d14edcff02633be20ed9c75e037ece | fcf9a4d1a4adde46a8e4980d7b6092e6717c6cb3064d9bd57d27beaa2f473193 | 826615408b1e20e8ef0b943911049567567667fe13d4e1fe36f4ad755c6cbc32
pattern_e4ca692971cf8ee6,Expand and simplify: (x +{n})(x -{n}),Expand and simplify: (x +0)(x -1),103,fe456df17c9e34fdf475dfe2f0349301a5017a30220ab9a4162d30c4976c7ede | 784be47a3a748a3a76f74075e5524692fcc74eb29462682c7d28d2e568f60ccb | 7e19b0de0f398a83b18bf75d2d1215287ed9a5785249006d00c9a43d1556af90 | 82adbcf3ff3268e8eba9ee370597ec82c6562c00e85155c753ce7537406ff9e7 | 1a0736e97237c409ebac0ff0059773a05859a15b18c4fea6e56c4ffbc5b804f5
pattern_13dd61b3b4969fdf,"Given u={n} m/s, a={n} m/s², t={n} s, find v.","Given u=0 m/s, a=1 m/s², t=4 s, find v.",103,684f404915115402136f137eee7e44370c9df9a2edd5c403da53a88ae272a4a9 | a4b75991f6ddce4a91a0db2a295d80098c9b26c6b986210b54efc4690c028983 | d2c24e005cf45a30d1d03578a4d8e1dcf7b2c12e0d728c1b1f494adf73072ed6 | 14603d3b6b059d03580470609343225259b3890455c6344c5b9fbed70984c889 | 117e835cfe8e64f0b43a867dfbcaef45052d979bb97e0c22601e10e4a3f50b88
pattern_b25ebe59b70fbeac,Solve for x: (x - {n}) / {n} = {n},Solve for x: (x - 1) / 10 = 0,103,255b4b4e35ca3faa5107696a9ef6c944d7146ef59aab96720953f6156484cea6 | ee3cb9bc6563c22b24ac79e31456d5878ed5a2f71c42b2ad1fda9bf9e9897c71 | c689f2560a0562bf134c28b4c0b63c6f34b49f3f6bae4b021bfea45ed8bb541f | 1befcee32aacfac935458f7df2e0d710bf7eaaf6fc09a75206ebc3a67008d9de | 9efc140de512149b1390bd6fdad98c4aa38402690a4a03f812b3efd9ef3c47ef
pattern_a4b5ba6cbe652666,Solve for x: 2x +{n} = {n},Solve for x: 2x +0 = 12,103,3bbb414686f0172083ee02533c017e0aa882c49dddcdd520b1fdb0b605cf7e1c | 14adc83a9180f97b3f8dca5c265c1b0df154aa767468e5ab49f97ba2daa3e96e | 16d43af07033f467e63593c750dd1d39f3e26c1e6e7437e215dd7fbec2cae434 | 22b15b0d288473774c896e335f0e354678053cd67075526c75216d6bbb2334b1 | 0ac8b464126eaad9a938e38d1a32599d7e1e5f1e38a2504992adaaa6b7790ea9
pattern_cf5e95948a03e9d4,"Given acceleration a(t)={n} (constant) and v({n})={n}, find v({n}).","Given acceleration a(t)=1 (constant) and v(0)=0, find v(3).",101,512ebc15fb03775557576c6cdc3b4bd7c772d7297b9d5dad0e59039bb3597192 | 1329a7348cc221ea89eef7d9c581412b588784c9670c29a9ed1f866bab0752a9 | a1efd03b41c921bab2f610a8df47ae50263191d29c57a6ba6c9db49d82b55168 | 4e4d3de85fa3ebb3fad8abc98bb5fdf9998176aa8861559f5d22fac7690549bf | 3277ba5d607acb42bbc78bdd42731164e05700827c95c316c2363131ff7c2d97
pattern_d749f2bb8d4dc2f6,"Given v = u + at, and v=-{n}, u={n}, t={n}. Find a.","Given v = u + at, and v=-1, u=13, t=7. Find a.",101,e5223fe5b217f0ac87c77c85da80a847afe39c31886dcf54df2bed4b5627d0b3 | 4fbf94229f2ae0246645f37093ac3fa493b27758885e9d2a07962fdca56086e7 | 233b5cfcbde27056c133e73e3dd5b91e674855bb2ea0d5427aacf09c4819131d | 667d666b7e9bd04b6282bf3166379c2a6ee30a15de8d6f0731077009ef9d29c1 | fa317367e0324d7e2f38dddc8f8d9f9d5deaefb2ea94fa94448cae3b0ae534e7
pattern_5c4138de6dbca0cd,A sequence starts at {n} and increases by {n} each time. What is the 6th term?,A sequence starts at 0 and increases by 1 each time. What is the 6th term?,100,d0d7dd07b3cf7dd8b80cff7b1e244e2c44f3f45b591677ad721573c144f6e9ee | 01c03d60d31e9a0d8422ecea7bd3d44f99d4fa3265b6141a088f1f8c9bc32507 | 786b2c9891ccd01436db3f7bc72cc82b3e879221b6a5b7ede7618944bc77a603 | cf7154b23db9687a4c9c5a271ded459bd541e0798c08fe483c69304583137f77 | 65a768777b4694a0aed76cd96ca6f1691a04622cf30fdb055b31417bf660c714
pattern_343b0a998c249a3f,A sequence starts at {n} and increases by {n} each time. What is the 9th term?,A sequence starts at 0 and increases by 10 each time. What is the 9th term?,100,ce73b296e87f6908ffa690f195b0b9835eb9e22a39c56f6d1cfb76ff5da3c561 | 8a35ab516259c48f82170eab2b15187a4402d6e09c2abeea4fa7895d75a92bc8 | bae35407b6d2591deff853dc18c1f36487e816b3d51b305d625cacd5bea61527 | a88657b8eaffaf001fbf55761d934ad1fd1d3358e03f05566d0f2d3a28824205 | 7f2fb469ec0f1877a7dbdb7828bcb8e8ae290604ebf4f3860fe8750a2081b720
pattern_fd9b1b3e5a1f7de0,A sequence starts at {n} and increases by {n} each time. What is the 7th term?,A sequence starts at 0 and increases by 2 each time. What is the 7th term?,99,b214aff97a41a518c386fb34ac90ba211e59ffbeecd638ab483079057ddf4f3f | 78fe4ecdf75f4bd025bfafcf2c875d5dd9288cd4f1599542c9a9549994e62bc0 | b02338922ec8bfd51f6d3db45ae200f649743a7a25fbe2ae2cef4a25ccc28d35 | c4c306602e927f9dcd1e22794c63bd04db55b172b3e9c4d2c8afa4d1fe327df2 | ee569bfa359e400c670f5ee624a0d18fb41ede4ceee6e3ac330ff33b7debda78
pattern_b7958881248f8399,A sequence starts at {n} and increases by {n} each time. What is the 8th term?,A sequence starts at 0 and increases by 10 each time. What is the 8th term?,98,ec239e253d068495d7f7b99ca8dba35c90248e7d423717d1c6cff22e38700b06 | 1cb09190ecc2af6e65bd7aeffd76b20c0d4e0304b716d9a5f560fe3df63e512d | 069d978324180d83a924ce8918b25d6253a87ed7ab97cbd8921164064d5edc70 | e2e15f94864304b2f630289a120392bf42e0cd7de10c683e4cdd004d49971cf4 | 28a24d8d84faed00d55bf9ceb0b0d5f944b2f450ea3ddbec17c10313883f8ec5
pattern_40946cf20edd5ed8,"Find the mean of: {n}, {n}, {n}, {n}, {n}","Find the mean of: 1, 12, 15, 19, 11",98,4c8a230eb9a3478fa8715d7612e5293884b457f5066614a5c4636c9732455a61 | 92edf4fc16fea5354aac3642a50d574d0f4d45a6699b8578a4697dc5064b3674 | 4cdf98159e6b135166c0930cd520dbf16f8b45803f23f361d3ddaebd5489cbcb | e1e4da44bb06ed0e5edb96dc80a525de0d46110fe28519681795545a7a336d9d | 2aa6d57e75a0568683de01e59ab86986872a8f4ee80fd3ebfe0fb52344259940
pattern_9ac9f897575bfaa1,Find the kinetic energy of a {n} kg object moving at {n} m/s.,Find the kinetic energy of a 1 kg object moving at 16 m/s.,96,a53d9d13bdeb05a74ed46a5d79af0f1b52c9438336824af87b5608e71b54f716 | 765642019c451be2cf54d9913fbf45600042484cbd2b11bbc963dde7536bd6d1 | 195a8f783ab4d0019837abc62d45cb856d63e9ecdd6db74909effb15d6c89031 | 88d2524d7e3b477d5933bcaaba9fdd38e4f0b51c3a75839ef61d37ed4b147962 | 49474c8ff65ea77cd5f385597bec499852b466eccf1cfa0e4751e4732797144d
pattern_6a370d500d4adddf,Solve for x: 3x +{n} = {n},Solve for x: 3x +0 = 18,93,ae52f944567cc5c946641092c91fedfde915a365915d9c1594aac223f1083b57 | fd42fd776f8a5ed79f5c8bd49ec6210327ed939671d2a39caa36a9af110f6ff1 | 4326d978fcf3b910234c5853b882a057614f7681a48b8b53a160ac34d5b50b42 | 681013f9d08b835f99b6c25eda5000f3c5cd0baa4848ee44c8ba97a975e7857d | 15aafe024633527ca2448ee5ff1899570b0517796e3f979aeecafc23a1e679dd
pattern_81e39b1a50ed55ae,Solve for x: 6x +{n} = {n},Solve for x: 6x +0 = 0,91,b3cb0c4b8c6db3b32b07adf9d17159d38570994937568fdfb1863a3fad4dd1aa | fcdbd44fe54dfabccddd32d4cc9a46abf8d9c5f0b855620549af1ea47a097dcd | 0ad6c316fd240b90e3720bc6430e6ed53980be1973e4eb3adecd4b7daab398a6 | b644d942437c1dd9be7bc4b91ed2b30cf5fab9132c70b5e85f737128d4b3b80b | bbc868454b297497a179950399e9d1bbfd5925f558f752e3c7df4faf3ca29913
pattern_c37dc53c946d7ed1,Expand and simplify: (x -{n})(x -{n}),Expand and simplify: (x -1)(x -1),88,8409bb1b904c939e83056edd2b86d70ddc4d2a666aaa38876e24e27f14d66f52 | 5cb06753e01fcb34a206a213b0a5fb59c4d54dfe08274608059ac62466b76442 | 23fa56674fb042096da33d2f511811d095f8c9dd012fa19ab27cf3d98e68c62f | 73cb4b8c17b7cee1e326103410b48081761ecda1ab7a8f2ac4bab66a1634ec79 | a370cff04825c15aa5e9343b74ab8a1a9106f63a83ec21ab1b20f04d88683a2d
pattern_67a4b1bf6036b445,Solve for x: 4x +{n} = {n},Solve for x: 4x +0 = 0,88,237b29d96bc4a39e12373e8b1f7abdf317f47fd84d526ac2bdb5b2f393cdd336 | 1978e4587d6911a600740bbee2ffe88e91540585a519ea7044574f0fb35f608e | b5a857b8d9e156bf10d00fee5836aefb9d8677986114f4ccfe4eee0c61eb802a | 4ad3e8d3e08fda9ffc2a6b934d2c6c3695faba1e2ec76466ae127425d3c5c222 | 0bd5502d16acc8687723837f5693fa9a013c3c41409a726f9b0ac4c67b6db748
pattern_1d4af792b5e42d9b,"Given v = u + at, and v=-{n}, u=-{n}, t={n}. Find a.","Given v = u + at, and v=-1, u=-1, t=9. Find a.",86,d6294a160a109d7664ce2a492a39296d4d92bb6ffcaf9d85f7b3d49a00753f32 | e0b9b3de23a3fc248ee4a8f8a6a66bfadc4fee5dfbe9236245236dbd58645344 | 31d6dd94c4a5f2ca0b494db642344ad40ef4b36c6cb8c5b69ef505680914464d | f30885b5c9d64fa3857c09911c37002476376e8cf0d84e4eb90322e7973003c7 | 9eaa21df24e9440dd7385b8ddeecb3c12840c94465ea5a9ec9f6ac09daa544ba
pattern_903d458fc91fd5d3,Solve for x: 5x +{n} = {n},Solve for x: 5x +0 = 10,83,b5969f1cc89f1ad1a39f1fa698ea99a17da6d8a477806a568946a52ea6cef121 | 0e710fe301299995e8c23982213d561c6d4e9f183b8de01eb2e946e14af41247 | 4431d752fae78bb35b22130d178de2636491b0fa66d12756c52a9af0337fb7bc | c62f18c061f296f9b103d61edf35b273ef16dd5f4e47a29b032d093d34aca364 | 67f7b62cb8132fe90838855fe952334a6250fe547e326f69fe01380d4b7d8c8c
pattern_1c020a70a7626505,Solve for x: {n}(x - {n}) = {n},Solve for x: 10(x - 1) = 90,83,68170fcea06df6fea88e07bea141e1357aed5d66a957e9984c8eb24c42fb8e87 | 1006df1cc58adf93c14f99ea59b71f1f92bbbfe477230cf8448939745d57b2ce | 11e529a9c6376cecd1ee2550fceb27214234fd89109b95baf0912a8cbc0663e9 | b7aacee053238281c2d47e05cb75bb488fa864e7e9e1eba64f006e3f1d7f6910 | 86c84cd1e8316e1f414afc93c3055641b0d0a415ae4a50a0e2af0c0e4962b082
pattern_4624fcd5d63d8f8d,Solve for x: 2x + {n} = {n},Solve for x: 2x + 0 = 22,80,7e40642f59e6a84c87ae00c44f21445ffee6039215806d85ca175103506fb951 | b2935b9bfbb0225fb88314fe54ba756e2b5be5af4a7872f03736d582d2f7799e | ba95689b8c84a90f3e0f71d8b383664185159825eb393b7bcda3abf01c4ca2df | e24746cb54bfdc33ad13b7b85fa8a364d901ebbfca23e34e991308ecf8d20bc0 | acb41aa07e5a7a71c213a78ef64414ede708010437ee4d877511ad24672c23fe
pattern_b5bf50f36a87819d,"Find the median of: {n}, {n}, {n}, {n}, {n}, {n}, {n}, {n}, {n}","Find the median of: 1, 11, 3, 17, 15, 15, 6, 11, 4",77,6a54616960e93959b2d5641088ff75a9fa16e963b3e2ff0becbbed07e6fff673 | 7aaeb6575d0904626aa82053408beeabb6df5d4bd58e30756376fb2f5d894dfb | a3b2441c9823dbf2cec6628800b62779fbe46d49dead754705462b1b3b43bb13 | d13ebe98b2be5d6323e46b57adf3134a0235ab660b5662ab32ef25d30dfefb9e | 9f7fe4c6a034b5d2050fa2e06748386201f587896f9b3ac3459a954c5f51bed4
pattern_c887ea306f8bb383,Solve for x: 3x + {n} = {n},Solve for x: 3x + 0 = 0,77,938bc1405e432a02018fef56dd53f01136b6b30600589d26594b97537f49319f | 4b7b7db6581c99e7da43831f172fe7ba699b3b76c07ef9353ea03bdd6aaeffe3 | 371a263d7dc9f486d28ab5e08cbd6dd6db6e7151f40f615e509da243c281aad2 | 03dd5d57384e93d06ce4bb3b6b23fd5f81c3059c122afe2ad887cbd2e8bf7a68 | e98175250aebacfe1ded81de7852a4219a9a3cce6420b5f47d51333328657334
pattern_58756c2bcd64f857,Solve for x: 2x - {n} = -{n},Solve for x: 2x - 1 = -21,76,edd871389e06e0d8b7efef09f336e9543ed62d6510eb93b5acfe2b33b99bfb58 | f5ede678eb711f6074ed24b972fdff9ac9755f7879cba2a53501ca7a8a2e38f6 | d0ee37a6d61778784d4017f12aebe221699a3ad6eea7bbb7e99f0c76d10402f3 | f6fc89b9ffb28be043e0a9dd55b14f817e078d35ac9c69c1d35f4a2615f8f7fb | 8ffde1612af4a4e5c3937f3de6187d42d6a0e6f7885717248d1cbe51fbafddf6
pattern_ec0cc88e917d4bc3,Solve for x: 4x + {n} = {n},Solve for x: 4x + 0 = 16,76,2e8b71ad697e5745916cec5be4b3659ed94e216b114b47baf2afac9d6d7da0e7 | 0c01d220896468624f22d92b764eb37330fd0abd537a11950dd0098af19c1916 | 94bde6b43140880df725d24aa32cda6e463024bf40c9993e9749b405a0211e62 | 4e9ce8974d24db8a93fa14acabf5af31f4d89694b9c68c5a1e796aa2b4d1c3f4 | 08696541e8cd966a8c7b7f83bde51009b4bef8ac7f565da027be6177a69d79da
pattern_3b86a5d55d98d016,Solve for x: 4x - {n} = -{n},Solve for x: 4x - 1 = -21,76,6d9e5d7951ad39db02ea4d4b296a2bdea2b185b1af0bc1ba6073712108f2e76f | becc2c8be8f9f51bd7804525c60916f36346669245d011db6ffe59bd5cb05d49 | 1be2369bc3da597172acca63dfd0c46a50166d92588bcbb9424d4168021f133c | b69a49f896d99b007d127ea027ac4a5328e59ad85d373496e272bcee9da17063 | e0dc716e6629f4811ea089ec12da846f54839a88daa35381ba579f27230839cd
pattern_16d7286d9730abd8,"Find the median of: {n}, {n}, {n}, {n}, {n}","Find the median of: 1, 16, 10, 4, 14",75,8ba32c5472d474ebaeabdd709e237a5c03cee26a340baf5b2d67fdd71b799d4c | 713ea4253f0b287f2924c2f4c140408f73f53360199a7da73dcc9c38600bc50b | 9f0635eb0e8fff239748ee05cdcb9d1079197cf2b44223d6116e2824db7ab27e | 2d72e5715d24fda77267e949a6ec0ad846a634f1f2c8fcdb0944f6070574e09c | 040744c75ebff6017a60bc8b5f1d1a05cef97efe1092721abe15c987dcdd550f
pattern_91542edf3b88031a,Solve for x: 3x - {n} = -{n},Solve for x: 3x - 1 = -25,75,9c448140d120611f70e1ca08c5a3225b2d173539ec9c84c998c59353d337ee99 | 9f28084771b2b3c24963b0e196981853b124c40a5a5a8a8d619c71cc20d1054e | 5c8b2eab2f44f2560d56bb3bd26323cdf468240c4cb2c17d68c35519f46c8d58 | db7173bc4240461d3d58564a5cdfc9328e49bd4531b58ccff5ea19be485160d3 | 462de251cc4b8eaf9a5d45335b3950e6f3f33b1c18cb391f3f1879312edf612d
pattern_5f20d8a18effdc0d,A mass of {n} kg accelerates at {n} m/s². Find the net force.,A mass of 10 kg accelerates at 1 m/s². Find the net force.,73,b5f15aa33a0d020983e877158210399afd62320a13916dd8a4741d5795902e24 | 39c1d6eeb74c8e76a41824c779140af496ec1a78b2f95de624873a7a3ef117cb | ff4c806794d64db47a73f0da7fe89cca77a7514b26993b05466648a14062689d | fc4768eba1a0f4b98951d7109b17469e7b6045b8c43b0d8f28d92ef5fab597a5 | 0ca9e99b4300b8445fdd3a36278c22047707571058a67219d65a0ffa6c5ecefe
pattern_2a8c5ef9427cfed3,"Find the mean of: {n}, {n}, {n}, {n}, {n}, {n}","Find the mean of: 1, 12, 4, 17, 12, 10",72,179341de3cf5ff1cec0a5386947a3f768ecfd80d1f5e10e4403c626414fe0370 | 9f9a8b08141430292b377901196c1f0ab3179456f6e83ec68ae6c8129fac22b5 | b5b8b00f8a71e7e46a5ad29d0b55d0b57a0cf3cfed4cec8c4d6062882e340767 | b7fbba8542a697c75ae23c0eecb7814ff6199b873fe24d7ae13ed37c864cfac8 | 87ee9301a1eb451ce2a0c9be6bde928c0ca059ab6296e51e8824d4f8de3bb8b2
pattern_e098e44acd3a30b2,"Find the mean of: {n}, {n}, {n}, {n}, {n}, {n}, {n}","Find the mean of: 1, 18, 13, 17, 4, 11, 8",72,383788cfe0e7d666a8e8b1d6c46824edd322861127c52336864060b8b3a729cf | 7460c9fd295dc0b786c1d487ec4e2157ab2fc167b933a0dd0d6a1da2abf4729c | d2a07a82f52ffc1c434335fc856ed1fe0eb3e2999ea90bb9df094734f25b2bfb | 7e4a9f68c3f40f1e9a9856bb8ab784967ba8ccee1aef116755d4dd589f8f63f1 | d4863d47c242456fcd2a444c5b5eabe4551e286c004671ef2fe25e45389e9550
pattern_a0ecf7ccf96dc392,"Find the median of: {n}, {n}, {n}, {n}, {n}, {n}","Find the median of: 1, 12, 4, 17, 14, 3",71,e74389e272ab589f3765ec2ac408f3b35e670330a16b4bb0f1fc251f04684ed7 | 0cdbe8820ffb7bfd8107a83d602908cd10f627d922eeaad5be427f256679f027 | 49c368c865efa5599120f856f89217bd57d7877ceb70eff6ce0bd9efa254a1b2 | 338aac0de31fd4ad03077f49747289bd4b9deb8258a127a346186921c8090b8e | c02857dd9a38cbb55e4da19d72f9b8759c4214a916bf3184db66ecd0d5d3666f
pattern_9025797ba688f7f5,Solve for x: 3x -{n} = -{n},Solve for x: 3x -1 = -1,71,46b0f6deddf28b95f4545518d31e726afb4f482e9a79ca55026ddfd16373b539 | 0bc7b9626e54dd741bf468bfee0ec18d415e285ccf5a8fcf0e906bc865e2891c | 28bbffc4a036a9bf05f697c5aea2388cb9489674019bc2f94d18b88b00141e98 | a6db165b17af78ead2ef32ff660ba68c13626b8fd2151f45f88055e12725895b | 79a0b2ffd6f1ff6a145c00bda048aa49cf04d0b75bbb3f0742e52c965a2d7411
pattern_0cf042d60b1ef54e,Solve for x: {n}(x + {n}) = -{n},Solve for x: 10(x + 1) = -90,71,f2694ad9697b4d2609bfe4803640eda7654ca16ff356348110290b4e66bf38c1 | f4eb068160a7b57ca582c5640c15d04697cdb40b072307352bdd300f7ab83541 | 2fba5e8394faab66ff3bce5706889497b52d7592b72b4840fa1367942700706b | e3c514210607806417e56f52dabc7e3edfcc578632109d5c1d3deafd2622b40c | e4546c3f474423f3f01ba2b8d2fb7d357f87f96f268521071944a665f61a835d
