file,question_id,action,status,detail,options_before,options_after,answer_index_before,answer_index_after
ALL_merged_deduped.jsonl,ks4_averages_mean_median_48a3cd039a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""19"", ""20"", ""21""]","[""18"", ""19"", ""20"", ""21""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_49094215c5,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""27"", ""28"", ""26"", ""29""]","[""27"", ""28"", ""26"", ""29""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_492fadaabb,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""14"", ""11"", ""12"", ""13""]","[""14"", ""11"", ""12"", ""13""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4a7969d25e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""19"", ""20"", ""21""]","[""22"", ""19"", ""20"", ""21""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4bab699ce1,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""22"", ""23"", ""21""]","[""20"", ""22"", ""23"", ""21""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4ceaffe18a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""26"", ""25"", ""27""]","[""28"", ""26"", ""25"", ""27""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4dace2290d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""11"", ""13"", ""10"", ""12""]","[""11"", ""13"", ""10"", ""12""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4e2dcef0b2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""26"", ""27"", ""25""]","[""28"", ""26"", ""27"", ""25""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4e45c4c292,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""10"", ""13"", ""11""]","[""12"", ""10"", ""13"", ""11""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_4eb3d93441,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""27"", ""25"", ""24""]","[""26"", ""27"", ""25"", ""24""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_50314f84ac,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""10"", ""9"", ""8"", ""7""]","[""10"", ""9"", ""8"", ""7""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_50be1a5374,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""34"", ""33"", ""35"", ""36""]","[""34"", ""33"", ""35"", ""36""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_50c23fe3b9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""26"", ""23"", ""25""]","[""24"", ""26"", ""23"", ""25""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_51961c53fa,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""15"", ""17"", ""16""]","[""18"", ""15"", ""17"", ""16""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5349cdfa71,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""19"", ""22"", ""21""]","[""20"", ""19"", ""22"", ""21""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5435894de4,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""12"", ""15"", ""14""]","[""13"", ""12"", ""15"", ""14""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_545921bd0e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""19"", ""16"", ""18"", ""17""]","[""19"", ""16"", ""18"", ""17""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_546052013f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""6"", ""7"", ""8"", ""5""]","[""6"", ""7"", ""8"", ""5""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_54a4707cd2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""11"", ""12"", ""14""]","[""13"", ""11"", ""12"", ""14""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5504b2a777,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""27"", ""26"", ""25""]","[""24"", ""27"", ""26"", ""25""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_55750f53ac,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""21"", ""19"", ""20""]","[""22"", ""21"", ""19"", ""20""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_55928e0c44,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""18"", ""19"", ""16"", ""17""]","[""18"", ""19"", ""16"", ""17""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_56d9a28178,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""26"", ""25"", ""24""]","[""23"", ""26"", ""25"", ""24""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5788f6583c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""29"", ""27"", ""28""]","[""30"", ""29"", ""27"", ""28""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_58012453c2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""13"", ""15"", ""14""]","[""12"", ""13"", ""15"", ""14""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_58331ee58c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""18"", ""17"", ""19""]","[""16"", ""18"", ""17"", ""19""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_58344bc368,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""16"", ""15"", ""18""]","[""17"", ""16"", ""15"", ""18""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5872e0741c,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""3"", ""6"", ""5"", ""4""]","[""3"", ""6"", ""5"", ""4""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_587676feda,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""22"", ""21"", ""19""]","[""20"", ""22"", ""21"", ""19""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_587968f1cb,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""10"", ""8"", ""11"", ""9""]","[""10"", ""8"", ""11"", ""9""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_594c4a45ff,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""28"", ""31"", ""30""]","[""29"", ""28"", ""31"", ""30""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_59db7408ec,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""35"", ""36"", ""37"", ""34""]","[""35"", ""36"", ""37"", ""34""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5adef74272,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""15"", ""17"", ""14""]","[""16"", ""15"", ""17"", ""14""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5b2810f41e,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""28"", ""29"", ""27""]","[""30"", ""28"", ""29"", ""27""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5bdd1696df,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""9"", ""8"", ""11"", ""10""]","[""9"", ""8"", ""11"", ""10""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5c0846caa8,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""25"", ""24"", ""23""]","[""26"", ""25"", ""24"", ""23""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5d37cdfd46,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""32"", ""33"", ""31"", ""30""]","[""32"", ""33"", ""31"", ""30""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5ed14595c2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""32"", ""34"", ""33"", ""35""]","[""32"", ""34"", ""33"", ""35""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5ef510722d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""39"", ""37"", ""38"", ""36""]","[""39"", ""37"", ""38"", ""36""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5f822ac4f4,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""13"", ""16"", ""14""]","[""15"", ""13"", ""16"", ""14""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5fbeccf7dc,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""19"", ""16"", ""18""]","[""17"", ""19"", ""16"", ""18""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_5feaabbf10,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""36"", ""35"", ""34""]","[""33"", ""36"", ""35"", ""34""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_60913f19ba,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""22"", ""23"", ""24"", ""21""]","[""22"", ""23"", ""24"", ""21""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6094cb3c90,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""24"", ""25"", ""23""]","[""26"", ""24"", ""25"", ""23""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_612044ab0d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""20"", ""18"", ""19""]","[""21"", ""20"", ""18"", ""19""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_62b4f59903,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""10"", ""11"", ""13"", ""12""]","[""10"", ""11"", ""13"", ""12""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_62b60c92dd,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""30"", ""32"", ""33""]","[""31"", ""30"", ""32"", ""33""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_63cd2200c7,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""23"", ""26"", ""24""]","[""25"", ""23"", ""26"", ""24""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_63d9eedf59,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""26"", ""25"", ""24""]","[""23"", ""26"", ""25"", ""24""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_64be2a3c1d,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""23"", ""22"", ""24""]","[""25"", ""23"", ""22"", ""24""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6649bcdd25,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""28"", ""27"", ""30""]","[""29"", ""28"", ""27"", ""30""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_66984f0404,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""29"", ""27"", ""30""]","[""28"", ""29"", ""27"", ""30""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_66c4db92f9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""15"", ""14"", ""16""]","[""17"", ""15"", ""14"", ""16""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_66d56a6c03,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""30"", ""31"", ""28""]","[""29"", ""30"", ""31"", ""28""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6952ae1ea9,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""23"", ""24"", ""22""]","[""25"", ""23"", ""24"", ""22""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6b01192920,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""22"", ""24"", ""23""]","[""25"", ""22"", ""24"", ""23""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6bfaf138e3,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""19"", ""18"", ""20"", ""21""]","[""19"", ""18"", ""20"", ""21""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6d29517937,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""17"", ""15"", ""16"", ""18""]","[""17"", ""15"", ""16"", ""18""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6e769a9eaf,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""26"", ""24"", ""27"", ""25""]","[""26"", ""24"", ""27"", ""25""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6e8d1c2ebe,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""22"", ""24"", ""23""]","[""25"", ""22"", ""24"", ""23""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6eea23ddca,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""19"", ""20"", ""18""]","[""21"", ""19"", ""20"", ""18""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6f5a166464,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""32"", ""31"", ""30""]","[""29"", ""32"", ""31"", ""30""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6fc1066036,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""15"", ""14"", ""13""]","[""12"", ""15"", ""14"", ""13""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_6fcf7c422f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""33"", ""34"", ""35"", ""32""]","[""33"", ""34"", ""35"", ""32""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_70e11f09de,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""13"", ""16"", ""14""]","[""15"", ""13"", ""16"", ""14""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7154f177b4,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""23"", ""24"", ""21"", ""22""]","[""23"", ""24"", ""21"", ""22""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_72774baf52,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""26"", ""27"", ""29""]","[""28"", ""26"", ""27"", ""29""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7372356e9a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""36"", ""35"", ""34"", ""33""]","[""36"", ""35"", ""34"", ""33""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_737bc95ce2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""24"", ""23"", ""22"", ""25""]","[""24"", ""23"", ""22"", ""25""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7609b308e7,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""16"", ""17"", ""14""]","[""15"", ""16"", ""17"", ""14""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7625d0cacf,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""12"", ""15"", ""14"", ""13""]","[""12"", ""15"", ""14"", ""13""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_76300dc810,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""21"", ""23"", ""22"", ""20""]","[""21"", ""23"", ""22"", ""20""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_76769213b5,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""30"", ""31"", ""33"", ""32""]","[""30"", ""31"", ""33"", ""32""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_768f89e24a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""14"", ""15"", ""16"", ""17""]","[""14"", ""15"", ""16"", ""17""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7754fb30d2,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""14"", ""13"", ""12""]","[""15"", ""14"", ""13"", ""12""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_78bef0ef3f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""16"", ""18"", ""17"", ""15""]","[""16"", ""18"", ""17"", ""15""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_78f99b6b6a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""12"", ""11"", ""14""]","[""13"", ""12"", ""11"", ""14""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_79426b1776,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""40"", ""41"", ""38"", ""39""]","[""40"", ""41"", ""38"", ""39""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_79638d830f,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""35"", ""36"", ""34"", ""33""]","[""35"", ""36"", ""34"", ""33""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7971178779,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""28"", ""27"", ""26"", ""25""]","[""28"", ""27"", ""26"", ""25""]",2,2
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7974b29239,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""25"", ""22"", ""24"", ""23""]","[""25"", ""22"", ""24"", ""23""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_799ce3beea,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""13"", ""11"", ""10"", ""12""]","[""13"", ""11"", ""10"", ""12""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7a05215f8a,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""15"", ""12"", ""14"", ""13""]","[""15"", ""12"", ""14"", ""13""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7a1883d336,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""20"", ""22"", ""23"", ""21""]","[""20"", ""22"", ""23"", ""21""]",3,3
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7b2d7078fb,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""29"", ""28"", ""30"", ""27""]","[""29"", ""28"", ""30"", ""27""]",1,1
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7baa9f52aa,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""36"", ""38"", ""37"", ""35""]","[""36"", ""38"", ""37"", ""35""]",0,0
ALL_merged_deduped.jsonl,ks4_averages_mean_median_7c72a9a192,export_placeholder_for_regeneration,EXPORTED,question bank record left unchanged,"[""31"", ""28"", ""30"", ""29""]","[""31"", ""28"", ""30"", ""29""]",3,3
